id,name,Test,Result,BatchID,WOID,Status,FacilityID,SiteID
LIMS-169,LIMS-A121-WO-BPO6-6-5-LIMS,Microbiological Testing,91,BPO6-6-5,WO-BPO6-6-5-LIMS,Passed,F-1-S5,S5
LIMS-170,LIMS-A123-WO-BPO6-6-5-LIMS,Physical Testing,94,BPO6-6-5,WO-BPO6-6-5-LIMS,Passed,F-1-S5,S5
LIMS-171,LIMS-A125-WO-BPO6-6-5-LIMS,Stability Testing,91,BPO6-6-5,WO-BPO6-6-5-LIMS,Passed,F-1-S5,S5
LIMS-172,LIMS-A124-WO-BPO6-6-6-LIMS,Environmental Monitoring,94,BPO6-6-6,WO-BPO6-6-6-LIMS,Passed,F-1-S5,S5
LIMS-173,LIMS-A122-WO-BPO6-6-6-LIMS,Chemical Analysis,100,BPO6-6-6,WO-BPO6-6-6-LIMS,Passed,F-1-S5,S5
LIMS-174,LIMS-A125-WO-BPO6-6-6-LIMS,Stability Testing,99,BPO6-6-6,WO-BPO6-6-6-LIMS,Passed,F-1-S5,S5
LIMS-175,LIMS-A125-WO-BPO6-6-7-LIMS,Stability Testing,91,BPO6-6-7,WO-BPO6-6-7-LIMS,Passed,F-1-S5,S5
LIMS-176,LIMS-A124-WO-BPO6-6-7-LIMS,Environmental Monitoring,91,BPO6-6-7,WO-BPO6-6-7-LIMS,Passed,F-1-S5,S5
LIMS-177,LIMS-A122-WO-BPO6-6-7-LIMS,Chemical Analysis,92,BPO6-6-7,WO-BPO6-6-7-LIMS,Passed,F-1-S5,S5
LIMS-178,LIMS-A122-WO-BPO6-6-8-LIMS,Chemical Analysis,96,BPO6-6-8,WO-BPO6-6-8-LIMS,Passed,F-1-S5,S5
LIMS-179,LIMS-A121-WO-BPO6-6-8-LIMS,Microbiological Testing,83,BPO6-6-8,WO-BPO6-6-8-LIMS,InProgress,F-1-S5,S5
LIMS-180,LIMS-A123-WO-BPO6-6-8-LIMS,Physical Testing,95,BPO6-6-8,WO-BPO6-6-8-LIMS,Passed,F-1-S5,S5
LIMS-181,LIMS-A123-WO-BPO6-6-9-LIMS,Physical Testing,91,BPO6-6-9,WO-BPO6-6-9-LIMS,Passed,F-1-S5,S5
LIMS-182,LIMS-A125-WO-BPO6-6-9-LIMS,Stability Testing,100,BPO6-6-9,WO-BPO6-6-9-LIMS,Passed,F-1-S5,S5
LIMS-183,LIMS-A124-WO-BPO6-6-9-LIMS,Environmental Monitoring,98,BPO6-6-9,WO-BPO6-6-9-LIMS,Passed,F-1-S5,S5
LIMS-184,LIMS-A121-WO-BPO6-6-10-LIMS,Microbiological Testing,97,BPO6-6-10,WO-BPO6-6-10-LIMS,Passed,F-1-S5,S5
LIMS-185,LIMS-A125-WO-BPO6-6-10-LIMS,Stability Testing,100,BPO6-6-10,WO-BPO6-6-10-LIMS,Passed,F-1-S5,S5
LIMS-186,LIMS-A123-WO-BPO6-6-10-LIMS,Physical Testing,93,BPO6-6-10,WO-BPO6-6-10-LIMS,Passed,F-1-S5,S5
LIMS-187,LIMS-A124-WO-BPO6-6-11-LIMS,Environmental Monitoring,97,BPO6-6-11,WO-BPO6-6-11-LIMS,Passed,F-1-S5,S5
LIMS-188,LIMS-A121-WO-BPO6-6-11-LIMS,Microbiological Testing,94,BPO6-6-11,WO-BPO6-6-11-LIMS,Passed,F-1-S5,S5
LIMS-189,LIMS-A123-WO-BPO6-6-11-LIMS,Physical Testing,92,BPO6-6-11,WO-BPO6-6-11-LIMS,Passed,F-1-S5,S5
LIMS-190,LIMS-A122-WO-BPO6-6-12-LIMS,Chemical Analysis,100,BPO6-6-12,WO-BPO6-6-12-LIMS,Passed,F-1-S5,S5
LIMS-191,LIMS-A124-WO-BPO6-6-12-LIMS,Environmental Monitoring,96,BPO6-6-12,WO-BPO6-6-12-LIMS,Passed,F-1-S5,S5
LIMS-192,LIMS-A121-WO-BPO6-6-12-LIMS,Microbiological Testing,85,BPO6-6-12,WO-BPO6-6-12-LIMS,InProgress,F-1-S5,S5
LIMS-193,LIMS-A121-WO-BPO6-6-13-LIMS,Microbiological Testing,98,BPO6-6-13,WO-BPO6-6-13-LIMS,Passed,F-1-S5,S5
LIMS-194,LIMS-A124-WO-BPO6-6-13-LIMS,Environmental Monitoring,100,BPO6-6-13,WO-BPO6-6-13-LIMS,Passed,F-1-S5,S5
LIMS-195,LIMS-A122-WO-BPO6-6-13-LIMS,Chemical Analysis,96,BPO6-6-13,WO-BPO6-6-13-LIMS,Passed,F-1-S5,S5
LIMS-196,LIMS-A123-WO-BPO6-6-14-LIMS,Physical Testing,98,BPO6-6-14,WO-BPO6-6-14-LIMS,Passed,F-1-S5,S5
LIMS-197,LIMS-A121-WO-BPO6-6-14-LIMS,Microbiological Testing,91,BPO6-6-14,WO-BPO6-6-14-LIMS,Passed,F-1-S5,S5
LIMS-198,LIMS-A125-WO-BPO6-6-14-LIMS,Stability Testing,100,BPO6-6-14,WO-BPO6-6-14-LIMS,Passed,F-1-S5,S5
LIMS-199,LIMS-A121-WO-BPO6-6-15-LIMS,Microbiological Testing,91,BPO6-6-15,WO-BPO6-6-15-LIMS,Passed,F-1-S5,S5
LIMS-200,LIMS-A123-WO-BPO6-6-15-LIMS,Physical Testing,98,BPO6-6-15,WO-BPO6-6-15-LIMS,Passed,F-1-S5,S5
LIMS-201,LIMS-A124-WO-BPO6-6-15-LIMS,Environmental Monitoring,95,BPO6-6-15,WO-BPO6-6-15-LIMS,Passed,F-1-S5,S5
LIMS-202,LIMS-A124-WO-BPO6-6-16-LIMS,Environmental Monitoring,91,BPO6-6-16,WO-BPO6-6-16-LIMS,Passed,F-1-S5,S5
LIMS-203,LIMS-A122-WO-BPO6-6-16-LIMS,Chemical Analysis,92,BPO6-6-16,WO-BPO6-6-16-LIMS,Passed,F-1-S5,S5
LIMS-204,LIMS-A121-WO-BPO6-6-16-LIMS,Microbiological Testing,96,BPO6-6-16,WO-BPO6-6-16-LIMS,Passed,F-1-S5,S5
LIMS-205,LIMS-A24-WO-BPO7-7-1-LIMS,Environmental Monitoring,78,BPO7-7-1,WO-BPO7-7-1-LIMS,Failed,F-1-S1,S1
LIMS-206,LIMS-A23-WO-BPO7-7-1-LIMS,Physical Testing,95,BPO7-7-1,WO-BPO7-7-1-LIMS,Passed,F-1-S1,S1
LIMS-207,LIMS-A21-WO-BPO7-7-1-LIMS,Microbiological Testing,99,BPO7-7-1,WO-BPO7-7-1-LIMS,Passed,F-1-S1,S1
LIMS-208,LIMS-A23-WO-BPO7-7-2-LIMS,Physical Testing,91,BPO7-7-2,WO-BPO7-7-2-LIMS,Passed,F-1-S1,S1
LIMS-209,LIMS-A22-WO-BPO7-7-2-LIMS,Chemical Analysis,98,BPO7-7-2,WO-BPO7-7-2-LIMS,Passed,F-1-S1,S1
LIMS-210,LIMS-A24-WO-BPO7-7-2-LIMS,Environmental Monitoring,100,BPO7-7-2,WO-BPO7-7-2-LIMS,Passed,F-1-S1,S1
LIMS-211,LIMS-A23-WO-BPO7-7-3-LIMS,Physical Testing,93,BPO7-7-3,WO-BPO7-7-3-LIMS,Passed,F-1-S1,S1
LIMS-212,LIMS-A24-WO-BPO7-7-3-LIMS,Environmental Monitoring,92,BPO7-7-3,WO-BPO7-7-3-LIMS,Passed,F-1-S1,S1
LIMS-213,LIMS-A22-WO-BPO7-7-3-LIMS,Chemical Analysis,93,BPO7-7-3,WO-BPO7-7-3-LIMS,Passed,F-1-S1,S1
LIMS-214,LIMS-A22-WO-BPO7-7-4-LIMS,Chemical Analysis,92,BPO7-7-4,WO-BPO7-7-4-LIMS,Passed,F-1-S1,S1
LIMS-215,LIMS-A21-WO-BPO7-7-4-LIMS,Microbiological Testing,100,BPO7-7-4,WO-BPO7-7-4-LIMS,Passed,F-1-S1,S1
LIMS-216,LIMS-A23-WO-BPO7-7-4-LIMS,Physical Testing,88,BPO7-7-4,WO-BPO7-7-4-LIMS,InProgress,F-1-S1,S1
LIMS-217,LIMS-A22-WO-BPO7-7-5-LIMS,Chemical Analysis,96,BPO7-7-5,WO-BPO7-7-5-LIMS,Passed,F-1-S1,S1
LIMS-218,LIMS-A25-WO-BPO7-7-5-LIMS,Stability Testing,94,BPO7-7-5,WO-BPO7-7-5-LIMS,Passed,F-1-S1,S1
LIMS-219,LIMS-A21-WO-BPO7-7-5-LIMS,Microbiological Testing,94,BPO7-7-5,WO-BPO7-7-5-LIMS,Passed,F-1-S1,S1
LIMS-220,LIMS-A22-WO-BPO7-7-6-LIMS,Chemical Analysis,94,BPO7-7-6,WO-BPO7-7-6-LIMS,Passed,F-1-S1,S1
LIMS-221,LIMS-A21-WO-BPO7-7-6-LIMS,Microbiological Testing,98,BPO7-7-6,WO-BPO7-7-6-LIMS,Passed,F-1-S1,S1
LIMS-222,LIMS-A24-WO-BPO7-7-6-LIMS,Environmental Monitoring,91,BPO7-7-6,WO-BPO7-7-6-LIMS,Passed,F-1-S1,S1
LIMS-223,LIMS-A24-WO-BPO7-7-7-LIMS,Environmental Monitoring,92,BPO7-7-7,WO-BPO7-7-7-LIMS,Passed,F-1-S1,S1
LIMS-224,LIMS-A21-WO-BPO7-7-7-LIMS,Microbiological Testing,82,BPO7-7-7,WO-BPO7-7-7-LIMS,InProgress,F-1-S1,S1
LIMS-225,LIMS-A25-WO-BPO7-7-7-LIMS,Stability Testing,100,BPO7-7-7,WO-BPO7-7-7-LIMS,Passed,F-1-S1,S1
LIMS-226,LIMS-A24-WO-BPO7-7-8-LIMS,Environmental Monitoring,100,BPO7-7-8,WO-BPO7-7-8-LIMS,Passed,F-1-S1,S1
LIMS-227,LIMS-A21-WO-BPO7-7-8-LIMS,Microbiological Testing,98,BPO7-7-8,WO-BPO7-7-8-LIMS,Passed,F-1-S1,S1
LIMS-228,LIMS-A23-WO-BPO7-7-8-LIMS,Physical Testing,91,BPO7-7-8,WO-BPO7-7-8-LIMS,Passed,F-1-S1,S1
LIMS-229,LIMS-A25-WO-BPO7-7-9-LIMS,Stability Testing,89,BPO7-7-9,WO-BPO7-7-9-LIMS,InProgress,F-1-S1,S1
LIMS-230,LIMS-A22-WO-BPO7-7-9-LIMS,Chemical Analysis,95,BPO7-7-9,WO-BPO7-7-9-LIMS,Passed,F-1-S1,S1
LIMS-231,LIMS-A23-WO-BPO7-7-9-LIMS,Physical Testing,93,BPO7-7-9,WO-BPO7-7-9-LIMS,Passed,F-1-S1,S1
LIMS-232,LIMS-A25-WO-BPO7-7-10-LIMS,Stability Testing,93,BPO7-7-10,WO-BPO7-7-10-LIMS,Passed,F-1-S1,S1
LIMS-233,LIMS-A23-WO-BPO7-7-10-LIMS,Physical Testing,95,BPO7-7-10,WO-BPO7-7-10-LIMS,Passed,F-1-S1,S1
LIMS-234,LIMS-A21-WO-BPO7-7-10-LIMS,Microbiological Testing,99,BPO7-7-10,WO-BPO7-7-10-LIMS,Passed,F-1-S1,S1
LIMS-235,LIMS-A23-WO-BPO7-7-11-LIMS,Physical Testing,97,BPO7-7-11,WO-BPO7-7-11-LIMS,Passed,F-1-S1,S1
LIMS-236,LIMS-A25-WO-BPO7-7-11-LIMS,Stability Testing,99,BPO7-7-11,WO-BPO7-7-11-LIMS,Passed,F-1-S1,S1
LIMS-237,LIMS-A21-WO-BPO7-7-11-LIMS,Microbiological Testing,100,BPO7-7-11,WO-BPO7-7-11-LIMS,Passed,F-1-S1,S1
LIMS-238,LIMS-A22-WO-BPO7-7-12-LIMS,Chemical Analysis,91,BPO7-7-12,WO-BPO7-7-12-LIMS,Passed,F-1-S1,S1
LIMS-239,LIMS-A24-WO-BPO7-7-12-LIMS,Environmental Monitoring,94,BPO7-7-12,WO-BPO7-7-12-LIMS,Passed,F-1-S1,S1
LIMS-240,LIMS-A21-WO-BPO7-7-12-LIMS,Microbiological Testing,98,BPO7-7-12,WO-BPO7-7-12-LIMS,Passed,F-1-S1,S1
LIMS-241,LIMS-A21-WO-BPO7-7-13-LIMS,Microbiological Testing,94,BPO7-7-13,WO-BPO7-7-13-LIMS,Passed,F-1-S1,S1
LIMS-242,LIMS-A24-WO-BPO7-7-13-LIMS,Environmental Monitoring,96,BPO7-7-13,WO-BPO7-7-13-LIMS,Passed,F-1-S1,S1
LIMS-243,LIMS-A23-WO-BPO7-7-13-LIMS,Physical Testing,93,BPO7-7-13,WO-BPO7-7-13-LIMS,Passed,F-1-S1,S1
LIMS-244,LIMS-A22-WO-BPO7-7-14-LIMS,Chemical Analysis,91,BPO7-7-14,WO-BPO7-7-14-LIMS,Passed,F-1-S1,S1
LIMS-245,LIMS-A24-WO-BPO7-7-14-LIMS,Environmental Monitoring,93,BPO7-7-14,WO-BPO7-7-14-LIMS,Passed,F-1-S1,S1
LIMS-246,LIMS-A25-WO-BPO7-7-14-LIMS,Stability Testing,91,BPO7-7-14,WO-BPO7-7-14-LIMS,Passed,F-1-S1,S1
LIMS-247,LIMS-A24-WO-BPO7-7-15-LIMS,Environmental Monitoring,92,BPO7-7-15,WO-BPO7-7-15-LIMS,Passed,F-1-S1,S1
LIMS-248,LIMS-A21-WO-BPO7-7-15-LIMS,Microbiological Testing,91,BPO7-7-15,WO-BPO7-7-15-LIMS,Passed,F-1-S1,S1
LIMS-249,LIMS-A23-WO-BPO7-7-15-LIMS,Physical Testing,91,BPO7-7-15,WO-BPO7-7-15-LIMS,Passed,F-1-S1,S1
LIMS-250,LIMS-A21-WO-BPO7-7-16-LIMS,Microbiological Testing,96,BPO7-7-16,WO-BPO7-7-16-LIMS,Passed,F-1-S1,S1
LIMS-251,LIMS-A23-WO-BPO7-7-16-LIMS,Physical Testing,100,BPO7-7-16,WO-BPO7-7-16-LIMS,Passed,F-1-S1,S1
LIMS-252,LIMS-A22-WO-BPO7-7-16-LIMS,Chemical Analysis,79,BPO7-7-16,WO-BPO7-7-16-LIMS,Failed,F-1-S1,S1
LIMS-253,LIMS-A25-WO-BPO7-7-17-LIMS,Stability Testing,91,BPO7-7-17,WO-BPO7-7-17-LIMS,Passed,F-1-S1,S1
LIMS-254,LIMS-A21-WO-BPO7-7-17-LIMS,Microbiological Testing,99,BPO7-7-17,WO-BPO7-7-17-LIMS,Passed,F-1-S1,S1
LIMS-255,LIMS-A24-WO-BPO7-7-17-LIMS,Environmental Monitoring,97,BPO7-7-17,WO-BPO7-7-17-LIMS,Passed,F-1-S1,S1
LIMS-256,LIMS-A23-WO-BPO7-7-18-LIMS,Physical Testing,97,BPO7-7-18,WO-BPO7-7-18-LIMS,Passed,F-1-S1,S1
LIMS-257,LIMS-A21-WO-BPO7-7-18-LIMS,Microbiological Testing,96,BPO7-7-18,WO-BPO7-7-18-LIMS,Passed,F-1-S1,S1
LIMS-258,LIMS-A24-WO-BPO7-7-18-LIMS,Environmental Monitoring,91,BPO7-7-18,WO-BPO7-7-18-LIMS,Passed,F-1-S1,S1
LIMS-259,LIMS-A24-WO-BPO7-7-19-LIMS,Environmental Monitoring,95,BPO7-7-19,WO-BPO7-7-19-LIMS,Passed,F-1-S1,S1
LIMS-260,LIMS-A23-WO-BPO7-7-19-LIMS,Physical Testing,96,BPO7-7-19,WO-BPO7-7-19-LIMS,Passed,F-1-S1,S1
LIMS-261,LIMS-A21-WO-BPO7-7-19-LIMS,Microbiological Testing,92,BPO7-7-19,WO-BPO7-7-19-LIMS,Passed,F-1-S1,S1
LIMS-262,LIMS-A25-WO-BPO7-7-20-LIMS,Stability Testing,92,BPO7-7-20,WO-BPO7-7-20-LIMS,Passed,F-1-S1,S1
LIMS-263,LIMS-A24-WO-BPO7-7-20-LIMS,Environmental Monitoring,91,BPO7-7-20,WO-BPO7-7-20-LIMS,Passed,F-1-S1,S1
LIMS-264,LIMS-A23-WO-BPO7-7-20-LIMS,Physical Testing,98,BPO7-7-20,WO-BPO7-7-20-LIMS,Passed,F-1-S1,S1
LIMS-265,LIMS-A103-WO-BPO8-8-1-LIMS,Stability Testing,100,BPO8-8-1,WO-BPO8-8-1-LIMS,Passed,F-1-S4,S4
LIMS-266,LIMS-A101-WO-BPO8-8-1-LIMS,Physical Testing,91,BPO8-8-1,WO-BPO8-8-1-LIMS,Passed,F-1-S4,S4
LIMS-267,LIMS-A102-WO-BPO8-8-1-LIMS,Environmental Monitoring,99,BPO8-8-1,WO-BPO8-8-1-LIMS,Passed,F-1-S4,S4
LIMS-268,LIMS-A99-WO-BPO8-8-2-LIMS,Microbiological Testing,72,BPO8-8-2,WO-BPO8-8-2-LIMS,Failed,F-1-S4,S4
LIMS-269,LIMS-A100-WO-BPO8-8-2-LIMS,Chemical Analysis,96,BPO8-8-2,WO-BPO8-8-2-LIMS,Passed,F-1-S4,S4
LIMS-270,LIMS-A101-WO-BPO8-8-2-LIMS,Physical Testing,100,BPO8-8-2,WO-BPO8-8-2-LIMS,Passed,F-1-S4,S4
LIMS-271,LIMS-A102-WO-BPO8-8-3-LIMS,Environmental Monitoring,98,BPO8-8-3,WO-BPO8-8-3-LIMS,Passed,F-1-S4,S4
LIMS-272,LIMS-A103-WO-BPO8-8-3-LIMS,Stability Testing,91,BPO8-8-3,WO-BPO8-8-3-LIMS,Passed,F-1-S4,S4
LIMS-273,LIMS-A101-WO-BPO8-8-3-LIMS,Physical Testing,91,BPO8-8-3,WO-BPO8-8-3-LIMS,Passed,F-1-S4,S4
LIMS-274,LIMS-A99-WO-BPO8-8-4-LIMS,Microbiological Testing,100,BPO8-8-4,WO-BPO8-8-4-LIMS,Passed,F-1-S4,S4
LIMS-275,LIMS-A100-WO-BPO8-8-4-LIMS,Chemical Analysis,96,BPO8-8-4,WO-BPO8-8-4-LIMS,Passed,F-1-S4,S4
LIMS-276,LIMS-A102-WO-BPO8-8-4-LIMS,Environmental Monitoring,91,BPO8-8-4,WO-BPO8-8-4-LIMS,Passed,F-1-S4,S4
LIMS-277,LIMS-A103-WO-BPO8-8-5-LIMS,Stability Testing,98,BPO8-8-5,WO-BPO8-8-5-LIMS,Passed,F-1-S4,S4
LIMS-278,LIMS-A102-WO-BPO8-8-5-LIMS,Environmental Monitoring,99,BPO8-8-5,WO-BPO8-8-5-LIMS,Passed,F-1-S4,S4
LIMS-279,LIMS-A99-WO-BPO8-8-5-LIMS,Microbiological Testing,100,BPO8-8-5,WO-BPO8-8-5-LIMS,Passed,F-1-S4,S4
LIMS-280,LIMS-A99-WO-BPO8-8-6-LIMS,Microbiological Testing,94,BPO8-8-6,WO-BPO8-8-6-LIMS,Passed,F-1-S4,S4
LIMS-281,LIMS-A103-WO-BPO8-8-6-LIMS,Stability Testing,95,BPO8-8-6,WO-BPO8-8-6-LIMS,Passed,F-1-S4,S4
LIMS-282,LIMS-A100-WO-BPO8-8-6-LIMS,Chemical Analysis,99,BPO8-8-6,WO-BPO8-8-6-LIMS,Passed,F-1-S4,S4
LIMS-283,LIMS-A103-WO-BPO8-8-7-LIMS,Stability Testing,94,BPO8-8-7,WO-BPO8-8-7-LIMS,Passed,F-1-S4,S4
LIMS-284,LIMS-A102-WO-BPO8-8-7-LIMS,Environmental Monitoring,84,BPO8-8-7,WO-BPO8-8-7-LIMS,InProgress,F-1-S4,S4
LIMS-285,LIMS-A99-WO-BPO8-8-7-LIMS,Microbiological Testing,93,BPO8-8-7,WO-BPO8-8-7-LIMS,Passed,F-1-S4,S4
LIMS-286,LIMS-A100-WO-BPO8-8-8-LIMS,Chemical Analysis,98,BPO8-8-8,WO-BPO8-8-8-LIMS,Passed,F-1-S4,S4
LIMS-287,LIMS-A101-WO-BPO8-8-8-LIMS,Physical Testing,94,BPO8-8-8,WO-BPO8-8-8-LIMS,Passed,F-1-S4,S4
LIMS-288,LIMS-A102-WO-BPO8-8-8-LIMS,Environmental Monitoring,95,BPO8-8-8,WO-BPO8-8-8-LIMS,Passed,F-1-S4,S4
LIMS-289,LIMS-A123-WO-BPO9-9-1-LIMS,Physical Testing,96,BPO9-9-1,WO-BPO9-9-1-LIMS,Passed,F-1-S5,S5
LIMS-290,LIMS-A125-WO-BPO9-9-1-LIMS,Stability Testing,97,BPO9-9-1,WO-BPO9-9-1-LIMS,Passed,F-1-S5,S5
LIMS-291,LIMS-A124-WO-BPO9-9-1-LIMS,Environmental Monitoring,99,BPO9-9-1,WO-BPO9-9-1-LIMS,Passed,F-1-S5,S5
LIMS-292,LIMS-A121-WO-BPO9-9-2-LIMS,Microbiological Testing,91,BPO9-9-2,WO-BPO9-9-2-LIMS,Passed,F-1-S5,S5
LIMS-293,LIMS-A123-WO-BPO9-9-2-LIMS,Physical Testing,93,BPO9-9-2,WO-BPO9-9-2-LIMS,Passed,F-1-S5,S5
LIMS-294,LIMS-A125-WO-BPO9-9-2-LIMS,Stability Testing,81,BPO9-9-2,WO-BPO9-9-2-LIMS,InProgress,F-1-S5,S5
LIMS-295,LIMS-A123-WO-BPO9-9-3-LIMS,Physical Testing,98,BPO9-9-3,WO-BPO9-9-3-LIMS,Passed,F-1-S5,S5
LIMS-296,LIMS-A124-WO-BPO9-9-3-LIMS,Environmental Monitoring,93,BPO9-9-3,WO-BPO9-9-3-LIMS,Passed,F-1-S5,S5
LIMS-297,LIMS-A121-WO-BPO9-9-3-LIMS,Microbiological Testing,86,BPO9-9-3,WO-BPO9-9-3-LIMS,InProgress,F-1-S5,S5
LIMS-298,LIMS-A125-WO-BPO9-9-4-LIMS,Stability Testing,96,BPO9-9-4,WO-BPO9-9-4-LIMS,Passed,F-1-S5,S5
LIMS-299,LIMS-A124-WO-BPO9-9-4-LIMS,Environmental Monitoring,99,BPO9-9-4,WO-BPO9-9-4-LIMS,Passed,F-1-S5,S5
LIMS-300,LIMS-A121-WO-BPO9-9-4-LIMS,Microbiological Testing,92,BPO9-9-4,WO-BPO9-9-4-LIMS,Passed,F-1-S5,S5
LIMS-301,LIMS-A124-WO-BPO9-9-5-LIMS,Environmental Monitoring,100,BPO9-9-5,WO-BPO9-9-5-LIMS,Passed,F-1-S5,S5
LIMS-302,LIMS-A123-WO-BPO9-9-5-LIMS,Physical Testing,91,BPO9-9-5,WO-BPO9-9-5-LIMS,Passed,F-1-S5,S5
LIMS-303,LIMS-A125-WO-BPO9-9-5-LIMS,Stability Testing,98,BPO9-9-5,WO-BPO9-9-5-LIMS,Passed,F-1-S5,S5
LIMS-304,LIMS-A122-WO-BPO9-9-6-LIMS,Chemical Analysis,99,BPO9-9-6,WO-BPO9-9-6-LIMS,Passed,F-1-S5,S5
LIMS-305,LIMS-A121-WO-BPO9-9-6-LIMS,Microbiological Testing,92,BPO9-9-6,WO-BPO9-9-6-LIMS,Passed,F-1-S5,S5
LIMS-306,LIMS-A125-WO-BPO9-9-6-LIMS,Stability Testing,94,BPO9-9-6,WO-BPO9-9-6-LIMS,Passed,F-1-S5,S5
LIMS-307,LIMS-A125-WO-BPO9-9-7-LIMS,Stability Testing,68,BPO9-9-7,WO-BPO9-9-7-LIMS,Failed,F-1-S5,S5
LIMS-308,LIMS-A123-WO-BPO9-9-7-LIMS,Physical Testing,96,BPO9-9-7,WO-BPO9-9-7-LIMS,Passed,F-1-S5,S5
LIMS-309,LIMS-A124-WO-BPO9-9-7-LIMS,Environmental Monitoring,92,BPO9-9-7,WO-BPO9-9-7-LIMS,Passed,F-1-S5,S5
LIMS-310,LIMS-A121-WO-BPO9-9-8-LIMS,Microbiological Testing,98,BPO9-9-8,WO-BPO9-9-8-LIMS,Passed,F-1-S5,S5
LIMS-311,LIMS-A124-WO-BPO9-9-8-LIMS,Environmental Monitoring,97,BPO9-9-8,WO-BPO9-9-8-LIMS,Passed,F-1-S5,S5
LIMS-312,LIMS-A122-WO-BPO9-9-8-LIMS,Chemical Analysis,93,BPO9-9-8,WO-BPO9-9-8-LIMS,Passed,F-1-S5,S5
LIMS-313,LIMS-A123-WO-BPO9-9-9-LIMS,Physical Testing,92,BPO9-9-9,WO-BPO9-9-9-LIMS,Passed,F-1-S5,S5
LIMS-314,LIMS-A122-WO-BPO9-9-9-LIMS,Chemical Analysis,99,BPO9-9-9,WO-BPO9-9-9-LIMS,Passed,F-1-S5,S5
LIMS-315,LIMS-A125-WO-BPO9-9-9-LIMS,Stability Testing,96,BPO9-9-9,WO-BPO9-9-9-LIMS,Passed,F-1-S5,S5
LIMS-316,LIMS-A122-WO-BPO9-9-10-LIMS,Chemical Analysis,100,BPO9-9-10,WO-BPO9-9-10-LIMS,Passed,F-1-S5,S5
LIMS-317,LIMS-A121-WO-BPO9-9-10-LIMS,Microbiological Testing,99,BPO9-9-10,WO-BPO9-9-10-LIMS,Passed,F-1-S5,S5
LIMS-318,LIMS-A124-WO-BPO9-9-10-LIMS,Environmental Monitoring,84,BPO9-9-10,WO-BPO9-9-10-LIMS,InProgress,F-1-S5,S5
LIMS-319,LIMS-A122-WO-BPO9-9-11-LIMS,Chemical Analysis,92,BPO9-9-11,WO-BPO9-9-11-LIMS,Passed,F-1-S5,S5
LIMS-320,LIMS-A125-WO-BPO9-9-11-LIMS,Stability Testing,96,BPO9-9-11,WO-BPO9-9-11-LIMS,Passed,F-1-S5,S5
LIMS-321,LIMS-A121-WO-BPO9-9-11-LIMS,Microbiological Testing,98,BPO9-9-11,WO-BPO9-9-11-LIMS,Passed,F-1-S5,S5
LIMS-322,LIMS-A121-WO-BPO9-9-12-LIMS,Microbiological Testing,92,BPO9-9-12,WO-BPO9-9-12-LIMS,Passed,F-1-S5,S5
LIMS-323,LIMS-A122-WO-BPO9-9-12-LIMS,Chemical Analysis,96,BPO9-9-12,WO-BPO9-9-12-LIMS,Passed,F-1-S5,S5
LIMS-324,LIMS-A123-WO-BPO9-9-12-LIMS,Physical Testing,91,BPO9-9-12,WO-BPO9-9-12-LIMS,Passed,F-1-S5,S5
LIMS-325,LIMS-A123-WO-BPO9-9-13-LIMS,Physical Testing,97,BPO9-9-13,WO-BPO9-9-13-LIMS,Passed,F-1-S5,S5
LIMS-326,LIMS-A121-WO-BPO9-9-13-LIMS,Microbiological Testing,96,BPO9-9-13,WO-BPO9-9-13-LIMS,Passed,F-1-S5,S5
LIMS-327,LIMS-A124-WO-BPO9-9-13-LIMS,Environmental Monitoring,93,BPO9-9-13,WO-BPO9-9-13-LIMS,Passed,F-1-S5,S5
LIMS-328,LIMS-A121-WO-BPO9-9-14-LIMS,Microbiological Testing,96,BPO9-9-14,WO-BPO9-9-14-LIMS,Passed,F-1-S5,S5
LIMS-329,LIMS-A125-WO-BPO9-9-14-LIMS,Stability Testing,96,BPO9-9-14,WO-BPO9-9-14-LIMS,Passed,F-1-S5,S5
LIMS-330,LIMS-A123-WO-BPO9-9-14-LIMS,Physical Testing,96,BPO9-9-14,WO-BPO9-9-14-LIMS,Passed,F-1-S5,S5
LIMS-331,LIMS-A121-WO-BPO9-9-15-LIMS,Microbiological Testing,97,BPO9-9-15,WO-BPO9-9-15-LIMS,Passed,F-1-S5,S5
LIMS-332,LIMS-A124-WO-BPO9-9-15-LIMS,Environmental Monitoring,100,BPO9-9-15,WO-BPO9-9-15-LIMS,Passed,F-1-S5,S5
LIMS-333,LIMS-A125-WO-BPO9-9-15-LIMS,Stability Testing,94,BPO9-9-15,WO-BPO9-9-15-LIMS,Passed,F-1-S5,S5
LIMS-334,LIMS-A124-WO-BPO9-9-16-LIMS,Environmental Monitoring,70,BPO9-9-16,WO-BPO9-9-16-LIMS,Failed,F-1-S5,S5
LIMS-335,LIMS-A125-WO-BPO9-9-16-LIMS,Stability Testing,91,BPO9-9-16,WO-BPO9-9-16-LIMS,Passed,F-1-S5,S5
LIMS-336,LIMS-A122-WO-BPO9-9-16-LIMS,Chemical Analysis,89,BPO9-9-16,WO-BPO9-9-16-LIMS,InProgress,F-1-S5,S5
LIMS-337,LIMS-A123-WO-BPO9-9-17-LIMS,Physical Testing,97,BPO9-9-17,WO-BPO9-9-17-LIMS,Passed,F-1-S5,S5
