id,Name,WOType,Task,POID,ProductID,BatchID,AssetType,AssetID,Status,StartDate,EndDate,FacilityID,SiteID,UnitProcedureID,BatchQty
WO-BPO6-6-20-Production-stage1,BPO6-6-20-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO6,P1009,BPO6-6-20,Distillation equipment,A30,In Progress,2024-06-09 09:50:15.755386,2024-06-13 09:50:17.531107,F-1-S2,S2,PR-7-DIE,40
WO-BPO6-6-20-Production-stage1,BPO6-6-20-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO6,P1009,BPO6-6-20,Granulators,A26,Planned,2024-06-09 09:50:15.755386,2024-06-09 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
WO-BPO6-6-20-LIMS,BPO6-6-20-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO6,P1009,BPO6-6-20,HPLC,A37,On Hold,2024-06-09 09:50:15.755386,2024-06-09 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO6-6-20-LIMS,BPO6-6-20-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO6,P1009,BPO6-6-20,Air Particle Counters,A39,In Progress,2024-06-09 09:50:15.755386,2024-06-13 09:50:17.537114,F-1-S2,S2,LI-4-ENM,40
WO-BPO6-6-20-LIMS,BPO6-6-20-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO6,P1009,BPO6-6-20,Incubators,A36,In Progress,2024-06-09 09:50:15.755386,2024-06-13 09:50:17.538182,F-1-S2,S2,LI-1-MIT,40
WO-BPO6-6-21-Production-stage1,BPO6-6-21-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO6,P1009,BPO6-6-21,Blenders,A28,Completed,2024-06-09 09:50:15.755386,2024-06-09 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO6-6-21-Production-stage1,BPO6-6-21-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO6,P1009,BPO6-6-21,Reactors,A29,In Progress,2024-06-09 09:50:15.755386,2024-06-13 09:50:17.541784,F-1-S2,S2,PR-6-RER,40
WO-BPO6-6-21-LIMS,BPO6-6-21-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO6,P1009,BPO6-6-21,Incubators,A36,Completed,2024-06-09 09:50:15.755386,2024-06-09 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO6-6-21-LIMS,BPO6-6-21-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO6,P1009,BPO6-6-21,HPLC,A37,On Hold,2024-06-09 09:50:15.755386,2024-06-09 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO6-6-21-LIMS,BPO6-6-21-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO6,P1009,BPO6-6-21,Temperature and Humidity Controllers,A40,On Hold,2024-06-09 09:50:15.755386,2024-06-09 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-1-Production-stage1,BPO7-7-1-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO7,P1009,BPO7-7-1,Mills,A27,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO7-7-1-Production-stage1,BPO7-7-1-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO7,P1009,BPO7-7-1,Reactors,A29,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO7-7-1-Production-stage1,BPO7-7-1-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO7,P1009,BPO7-7-1,Blenders,A28,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO7-7-1-LIMS,BPO7-7-1-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO7,P1009,BPO7-7-1,Particle Size Analyzers,A38,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO7-7-1-LIMS,BPO7-7-1-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-1,Temperature and Humidity Controllers,A40,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-1-LIMS,BPO7-7-1-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-1,Air Particle Counters,A39,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-2-Production-stage1,BPO7-7-2-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO7,P1009,BPO7-7-2,Blenders,A28,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO7-7-2-Production-stage1,BPO7-7-2-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO7,P1009,BPO7-7-2,Mills,A27,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO7-7-2-Production-stage1,BPO7-7-2-Production-stage1-P1009-F-1-S2,Production-stage1,Extraction equipment,PO7,P1009,BPO7-7-2,Extraction equipment,A31,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-8-EXE,40
WO-BPO7-7-2-LIMS,BPO7-7-2-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-2,Incubators,A36,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-2-LIMS,BPO7-7-2-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-2,Air Particle Counters,A39,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-2-LIMS,BPO7-7-2-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO7,P1009,BPO7-7-2,HPLC,A37,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO7-7-3-Production-stage1,BPO7-7-3-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO7,P1009,BPO7-7-3,Blenders,A28,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.569142,F-1-S2,S2,PR-4-BLB,40
WO-BPO7-7-3-Production-stage1,BPO7-7-3-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO7,P1009,BPO7-7-3,Granulators,A26,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
WO-BPO7-7-3-Production-stage1,BPO7-7-3-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO7,P1009,BPO7-7-3,Reactors,A29,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO7-7-3-LIMS,BPO7-7-3-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-3,Temperature and Humidity Controllers,A40,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-3-LIMS,BPO7-7-3-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-3,Incubators,A36,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-3-LIMS,BPO7-7-3-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO7,P1009,BPO7-7-3,Particle Size Analyzers,A38,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO7-7-4-Production-stage1,BPO7-7-4-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO7,P1009,BPO7-7-4,Reactors,A29,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.578155,F-1-S2,S2,PR-6-RER,40
WO-BPO7-7-4-Production-stage1,BPO7-7-4-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO7,P1009,BPO7-7-4,Distillation equipment,A30,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-7-DIE,40
WO-BPO7-7-4-Production-stage1,BPO7-7-4-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO7,P1009,BPO7-7-4,Mixers,A25,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO7-7-4-LIMS,BPO7-7-4-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO7,P1009,BPO7-7-4,HPLC,A37,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO7-7-4-LIMS,BPO7-7-4-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-4,Temperature and Humidity Controllers,A40,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-4-LIMS,BPO7-7-4-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-4,Incubators,A36,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-5-Production-stage1,BPO7-7-5-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO7,P1009,BPO7-7-5,Mixers,A25,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO7-7-5-Production-stage1,BPO7-7-5-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO7,P1009,BPO7-7-5,Reactors,A29,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO7-7-5-Production-stage1,BPO7-7-5-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO7,P1009,BPO7-7-5,Mills,A27,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO7-7-5-LIMS,BPO7-7-5-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-5,Temperature and Humidity Controllers,A40,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-5-LIMS,BPO7-7-5-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO7,P1009,BPO7-7-5,HPLC,A37,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO7-7-5-LIMS,BPO7-7-5-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-5,Incubators,A36,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-6-Production-stage1,BPO7-7-6-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO7,P1009,BPO7-7-6,Granulators,A26,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.597498,F-1-S2,S2,PR-2-GRG,40
WO-BPO7-7-6-Production-stage1,BPO7-7-6-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO7,P1009,BPO7-7-6,Reactors,A29,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO7-7-6-Production-stage1,BPO7-7-6-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO7,P1009,BPO7-7-6,Mills,A27,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO7-7-6-LIMS,BPO7-7-6-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-6,Incubators,A36,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-6-LIMS,BPO7-7-6-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO7,P1009,BPO7-7-6,Particle Size Analyzers,A38,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.604512,F-1-S2,S2,LI-3-PHT,40
WO-BPO7-7-6-LIMS,BPO7-7-6-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-6,Air Particle Counters,A39,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-7-Production-stage1,BPO7-7-7-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO7,P1009,BPO7-7-7,Granulators,A26,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.608417,F-1-S2,S2,PR-2-GRG,40
WO-BPO7-7-7-Production-stage1,BPO7-7-7-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO7,P1009,BPO7-7-7,Reactors,A29,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO7-7-7-Production-stage1,BPO7-7-7-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO7,P1009,BPO7-7-7,Mills,A27,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.610417,F-1-S2,S2,PR-3-MIM,40
WO-BPO7-7-7-LIMS,BPO7-7-7-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO7,P1009,BPO7-7-7,Particle Size Analyzers,A38,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO7-7-7-LIMS,BPO7-7-7-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-7,Temperature and Humidity Controllers,A40,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-7-LIMS,BPO7-7-7-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-7,Air Particle Counters,A39,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.616417,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-8-Production-stage1,BPO7-7-8-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO7,P1009,BPO7-7-8,Reactors,A29,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO7-7-8-Production-stage1,BPO7-7-8-Production-stage1-P1009-F-1-S2,Production-stage1,Extraction equipment,PO7,P1009,BPO7-7-8,Extraction equipment,A31,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-8-EXE,40
WO-BPO7-7-8-Production-stage1,BPO7-7-8-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO7,P1009,BPO7-7-8,Mixers,A25,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO7-7-8-LIMS,BPO7-7-8-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-8,Air Particle Counters,A39,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-8-LIMS,BPO7-7-8-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO7,P1009,BPO7-7-8,HPLC,A37,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO7-7-8-LIMS,BPO7-7-8-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO7,P1009,BPO7-7-8,Particle Size Analyzers,A38,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO7-7-9-Production-stage1,BPO7-7-9-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO7,P1009,BPO7-7-9,Distillation equipment,A30,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-7-DIE,40
WO-BPO7-7-9-Production-stage1,BPO7-7-9-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO7,P1009,BPO7-7-9,Mills,A27,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO7-7-9-Production-stage1,BPO7-7-9-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO7,P1009,BPO7-7-9,Granulators,A26,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.646222,F-1-S2,S2,PR-2-GRG,40
WO-BPO7-7-9-LIMS,BPO7-7-9-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-9,Air Particle Counters,A39,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-9-LIMS,BPO7-7-9-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO7,P1009,BPO7-7-9,Particle Size Analyzers,A38,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO7-7-9-LIMS,BPO7-7-9-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-9,Incubators,A36,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-10-Production-stage1,BPO7-7-10-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO7,P1009,BPO7-7-10,Distillation equipment,A30,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-7-DIE,40
WO-BPO7-7-10-Production-stage1,BPO7-7-10-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO7,P1009,BPO7-7-10,Blenders,A28,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO7-7-10-LIMS,BPO7-7-10-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO7,P1009,BPO7-7-10,HPLC,A37,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO7-7-10-LIMS,BPO7-7-10-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-10,Incubators,A36,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-10-LIMS,BPO7-7-10-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-10,Temperature and Humidity Controllers,A40,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-11-Production-stage1,BPO7-7-11-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO7,P1009,BPO7-7-11,Reactors,A29,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO7-7-11-Production-stage1,BPO7-7-11-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO7,P1009,BPO7-7-11,Mills,A27,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.676104,F-1-S2,S2,PR-3-MIM,40
WO-BPO7-7-11-LIMS,BPO7-7-11-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-11,Temperature and Humidity Controllers,A40,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-11-LIMS,BPO7-7-11-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-11,Incubators,A36,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.680103,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-11-LIMS,BPO7-7-11-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-11,Air Particle Counters,A39,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-12-Production-stage1,BPO7-7-12-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO7,P1009,BPO7-7-12,Mixers,A25,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO7-7-12-Production-stage1,BPO7-7-12-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO7,P1009,BPO7-7-12,Blenders,A28,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO7-7-12-LIMS,BPO7-7-12-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO7,P1009,BPO7-7-12,Particle Size Analyzers,A38,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.691679,F-1-S2,S2,LI-3-PHT,40
WO-BPO7-7-12-LIMS,BPO7-7-12-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-12,Temperature and Humidity Controllers,A40,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.692679,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-12-LIMS,BPO7-7-12-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-12,Air Particle Counters,A39,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.693679,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-13-Production-stage1,BPO7-7-13-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO7,P1009,BPO7-7-13,Granulators,A26,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
WO-BPO7-7-13-Production-stage1,BPO7-7-13-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO7,P1009,BPO7-7-13,Mixers,A25,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO7-7-13-LIMS,BPO7-7-13-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-13,Temperature and Humidity Controllers,A40,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-13-LIMS,BPO7-7-13-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO7,P1009,BPO7-7-13,Particle Size Analyzers,A38,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO7-7-13-LIMS,BPO7-7-13-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-13,Incubators,A36,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-14-Production-stage1,BPO7-7-14-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO7,P1009,BPO7-7-14,Mills,A27,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO7-7-14-Production-stage1,BPO7-7-14-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO7,P1009,BPO7-7-14,Granulators,A26,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
WO-BPO7-7-14-Production-stage1,BPO7-7-14-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO7,P1009,BPO7-7-14,Mixers,A25,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO7-7-14-LIMS,BPO7-7-14-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-14,Air Particle Counters,A39,In Progress,2024-06-08 09:50:15.755386,2024-06-13 09:50:17.713547,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-14-LIMS,BPO7-7-14-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-14,Incubators,A36,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-14-LIMS,BPO7-7-14-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-14,Temperature and Humidity Controllers,A40,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-15-Production-stage1,BPO7-7-15-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO7,P1009,BPO7-7-15,Distillation equipment,A30,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-7-DIE,40
WO-BPO7-7-15-Production-stage1,BPO7-7-15-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO7,P1009,BPO7-7-15,Blenders,A28,On Hold,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO7-7-15-Production-stage1,BPO7-7-15-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO7,P1009,BPO7-7-15,Mixers,A25,Cancelled,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO7-7-15-LIMS,BPO7-7-15-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO7,P1009,BPO7-7-15,Temperature and Humidity Controllers,A40,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO7-7-15-LIMS,BPO7-7-15-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO7,P1009,BPO7-7-15,Incubators,A36,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO7-7-15-LIMS,BPO7-7-15-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO7,P1009,BPO7-7-15,Air Particle Counters,A39,Completed,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO7-7-16-Production-stage1,BPO7-7-16-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO7,P1009,BPO7-7-16,Mixers,A25,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO7-7-16-Production-stage1,BPO7-7-16-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO7,P1009,BPO7-7-16,Granulators,A26,Planned,2024-06-08 09:50:15.755386,2024-06-08 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
